movieId,title,genres,avg_rating,rating_count,rating_count_scaled,liked
2405,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance,3.064516129032258,31,0.08928571428571427,0
322,Swimming with Sharks (1995),Comedy|Drama,3.9375,16,0.04464285714285714,1
7314,Robot Stories (2003),Drama|Sci-Fi,3.5,1,0.0,0
8951,Vera Drake (2004),Drama,3.7,5,0.011904761904761904,1
2762,"Sixth Sense, The (1999)",Drama|Horror|Mystery,3.908108108108108,185,0.5476190476190476,1
1286,Somewhere in Time (1980),Drama|Romance,3.3846153846153846,13,0.03571428571428571,0
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,3.53125,144,0.4255952380952381,1
5147,Wild Strawberries (Smultronstället) (1957),Drama,3.888888888888889,9,0.023809523809523808,1
2953,Home Alone 2: Lost in New York (1992),Children|Comedy,2.7375,40,0.11607142857142856,0
2321,Pleasantville (1998),Comedy|Drama|Fantasy,3.6544117647058822,68,0.19940476190476192,1
5971,My Neighbor Totoro (Tonari no Totoro) (1988),Animation|Children|Drama|Fantasy,4.04,25,0.07142857142857142,1
913,"Maltese Falcon, The (1941)",Film-Noir|Mystery,4.184931506849315,73,0.21428571428571427,1
1374,Star Trek II: The Wrath of Khan (1982),Action|Adventure|Sci-Fi|Thriller,3.660377358490566,106,0.3125,1
79702,Scott Pilgrim vs. the World (2010),Action|Comedy|Fantasy|Musical|Romance,3.4375,24,0.06845238095238095,0
59118,Happy-Go-Lucky (2008),Comedy|Drama,3.875,4,0.008928571428571428,1
1923,There's Something About Mary (1998),Comedy|Romance,3.5381679389312977,131,0.3869047619047619,0
2746,Little Shop of Horrors (1986),Comedy|Horror|Musical,2.9358974358974357,39,0.11309523809523808,0
4240,Just Visiting (2001),Comedy|Fantasy,1.5,2,0.002976190476190476,0
2469,Peggy Sue Got Married (1986),Comedy|Drama,3.130434782608696,23,0.06547619047619047,1
8961,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy,3.9207317073170733,82,0.24107142857142858,1
2355,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy,3.4742268041237114,97,0.2857142857142857,0
4816,Zoolander (2001),Comedy,3.3658536585365852,41,0.11904761904761904,0
780,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller,3.3974358974358974,234,0.6934523809523809,0
2706,American Pie (1999),Comedy|Romance,3.256637168141593,113,0.3333333333333333,1
1129,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,3.09,50,0.14583333333333334,0
51084,Music and Lyrics (2007),Comedy|Romance,3.25,8,0.020833333333333332,1
903,Vertigo (1958),Drama|Mystery|Romance|Thriller,4.169117647058823,68,0.19940476190476192,1
41566,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",Adventure|Children|Fantasy,3.2127659574468086,47,0.13690476190476192,0
553,Tombstone (1993),Action|Drama|Western,3.65,70,0.20535714285714285,1
2133,Adventures in Babysitting (1987),Adventure|Comedy,3.2083333333333335,24,0.06845238095238095,0
1648,"House of Yes, The (1997)",Comedy|Drama,3.357142857142857,7,0.017857142857142856,1
6365,"Matrix Reloaded, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX,3.4397590361445785,83,0.24404761904761904,0
150,Apollo 13 (1995),Adventure|Drama|IMAX,3.8841463414634148,246,0.7291666666666666,0
1394,Raising Arizona (1987),Comedy,4.082278481012659,79,0.23214285714285715,1
923,Citizen Kane (1941),Drama|Mystery,4.135416666666667,96,0.28273809523809523,0
1909,"X-Files: Fight the Future, The (1998)",Action|Crime|Mystery|Sci-Fi|Thriller,3.3189655172413794,58,0.16964285714285715,1
1633,Ulee's Gold (1997),Drama,3.5,14,0.03869047619047619,1
596,Pinocchio (1940),Animation|Children|Fantasy|Musical,3.75,64,0.1875,1
48516,"Departed, The (2006)",Crime|Drama|Thriller,3.9507042253521125,71,0.20833333333333334,0
1876,Deep Impact (1998),Drama|Sci-Fi|Thriller,2.9915254237288136,59,0.17261904761904762,0
1573,Face/Off (1997),Action|Crime|Drama|Thriller,3.3383838383838382,99,0.2916666666666667,1
908,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller,4.2465753424657535,73,0.21428571428571427,1
1164,2 ou 3 choses que je sais d'elle (2 or 3 Things I Know About Her) (1967),Drama,4.0,1,0.0,1
383,Wyatt Earp (1994),Western,3.25,24,0.06845238095238095,0
2870,Barefoot in the Park (1967),Comedy,3.3333333333333335,6,0.01488095238095238,0
1845,Zero Effect (1998),Comedy|Mystery|Thriller,4.0,5,0.011904761904761904,0
2268,"Few Good Men, A (1992)",Crime|Drama|Thriller,3.676829268292683,82,0.24107142857142858,1
466,Hot Shots! Part Deux (1993),Action|Comedy|War,3.051470588235294,68,0.19940476190476192,0
163,Desperado (1995),Action|Romance|Western,3.5125,80,0.23511904761904762,0
1270,Back to the Future (1985),Adventure|Comedy|Sci-Fi,3.939252336448598,214,0.6339285714285714,1
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,3.1925465838509317,161,0.47619047619047616,1
4890,Shallow Hal (2001),Comedy|Fantasy|Romance,3.3947368421052633,19,0.05357142857142856,0
2028,Saving Private Ryan (1998),Action|Drama|War,4.076502732240437,183,0.5416666666666666,1
4144,In the Mood For Love (Fa yeung nin wa) (2000),Drama|Romance,4.3125,8,0.020833333333333332,1
44199,Inside Man (2006),Crime|Drama|Thriller,4.1,30,0.0863095238095238,1
1665,Bean (1997),Comedy,2.6176470588235294,17,0.047619047619047616,0
918,Meet Me in St. Louis (1944),Musical,4.05,10,0.026785714285714284,1
2686,"Red Violin, The (Violon rouge, Le) (1998)",Drama|Mystery,3.6956521739130435,23,0.06547619047619047,1
6377,Finding Nemo (2003),Adventure|Animation|Children|Comedy,3.899159663865546,119,0.35119047619047616,1
368,Maverick (1994),Adventure|Comedy|Western,3.3266666666666667,75,0.22023809523809523,0
8131,Pursuit of Happiness (2001),Comedy|Romance,3.2142857142857144,7,0.017857142857142856,0
904,Rear Window (1954),Mystery|Thriller,4.267441860465116,86,0.25297619047619047,0
3844,Steel Magnolias (1989),Drama,3.78125,16,0.04464285714285714,1
71838,Law Abiding Citizen (2009),Drama|Thriller,3.6875,8,0.020833333333333332,1
2907,Superstar (1999),Comedy,1.8888888888888888,9,0.023809523809523808,0
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,2.802469135802469,81,0.23809523809523808,0
2985,RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller,3.2313432835820897,67,0.19642857142857142,0
919,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical,4.069444444444445,108,0.31845238095238093,1
4901,Spy Game (2001),Action|Crime|Drama|Thriller,3.732142857142857,28,0.08035714285714285,1
2529,Planet of the Apes (1968),Action|Drama|Sci-Fi,3.661764705882353,68,0.19940476190476192,0
1204,Lawrence of Arabia (1962),Adventure|Drama|War,4.2,70,0.20535714285714285,1
480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,3.6814946619217084,281,0.8333333333333333,1
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,4.221884498480243,329,0.9761904761904762,1
748,"Arrival, The (1996)",Action|Sci-Fi|Thriller,2.8125,24,0.06845238095238095,0
56775,National Treasure: Book of Secrets (2007),Action|Adventure,3.0,11,0.029761904761904757,0
2115,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy,3.779279279279279,111,0.3273809523809524,0
6954,"Barbarian Invasions, The (Les invasions barbares) (2003)",Comedy|Crime|Drama|Mystery|Romance,4.0,4,0.008928571428571428,1
1185,My Left Foot (1989),Drama,4.0,25,0.07142857142857142,0
575,"Little Rascals, The (1994)",Children|Comedy,2.8846153846153846,13,0.03571428571428571,0
1643,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)",Drama|Romance,3.4615384615384617,13,0.03571428571428571,0
65,Bio-Dome (1996),Comedy,2.608695652173913,23,0.06547619047619047,1
2643,Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi,1.7857142857142858,21,0.05952380952380952,0
454,"Firm, The (1993)",Drama|Thriller,3.5510204081632653,147,0.43452380952380953,0
1603,Mimic (1997),Horror|Sci-Fi|Thriller,2.875,12,0.03273809523809523,0
1304,Butch Cassidy and the Sundance Kid (1969),Action|Western,4.117283950617284,81,0.23809523809523808,0
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,2.763157894736842,76,0.2232142857142857,1
5598,Surf Ninjas (1993),Comedy,2.25,2,0.002976190476190476,0
1246,Dead Poets Society (1989),Drama,3.9601769911504423,113,0.3333333333333333,1
1200,Aliens (1986),Action|Adventure|Horror|Sci-Fi,3.9859154929577465,142,0.41964285714285715,0
8464,Super Size Me (2004),Comedy|Documentary|Drama,3.707317073170732,41,0.11904761904761904,1
2614,Chopping Mall (a.k.a. Killbots) (1986),Action|Horror|Sci-Fi,1.8,5,0.011904761904761904,0
1089,Reservoir Dogs (1992),Crime|Mystery|Thriller,4.088,125,0.369047619047619,1
58347,Penelope (2006),Comedy|Fantasy|Romance,4.166666666666667,3,0.005952380952380952,1
2385,Home Fries (1998),Comedy|Romance,2.0714285714285716,7,0.017857142857142856,0
2478,¡Three Amigos! (1986),Comedy|Western,3.390625,32,0.09226190476190475,0
1380,Grease (1978),Comedy|Musical|Romance,3.4121621621621623,74,0.21726190476190477,0
3489,Hook (1991),Adventure|Comedy|Fantasy,3.5208333333333335,48,0.13988095238095238,1
1754,Fallen (1998),Crime|Drama|Fantasy|Thriller,3.45,20,0.05654761904761904,1
590,Dances with Wolves (1990),Adventure|Drama|Western,3.7986725663716814,226,0.6696428571428571,0
54001,Harry Potter and the Order of the Phoenix (2007),Adventure|Drama|Fantasy|IMAX,3.6857142857142855,35,0.10119047619047618,1
5294,Frailty (2001),Crime|Drama|Thriller,3.4,10,0.026785714285714284,1
524,Rudy (1993),Drama,3.242857142857143,35,0.10119047619047618,1
441,Dazed and Confused (1993),Comedy,3.611111111111111,45,0.13095238095238096,1
51662,300 (2007),Action|Fantasy|War|IMAX,3.807017543859649,57,0.16666666666666666,0
3421,Animal House (1978),Comedy,3.865079365079365,63,0.18452380952380953,1
4019,Finding Forrester (2000),Drama,3.467391304347826,46,0.13392857142857142,0
5026,"Brotherhood of the Wolf (Pacte des loups, Le) (2001)",Action|Mystery|Thriller,3.5,11,0.029761904761904757,0
2231,Rounders (1998),Drama,3.8076923076923075,26,0.0744047619047619,1
444,Even Cowgirls Get the Blues (1993),Comedy|Romance,2.25,8,0.020833333333333332,0
535,Short Cuts (1993),Drama,3.7,25,0.07142857142857142,0
3634,Seven Days in May (1964),Thriller,4.2,5,0.011904761904761904,1
431,Carlito's Way (1993),Crime|Drama,3.7386363636363638,44,0.12797619047619047,1
1371,Star Trek: The Motion Picture (1979),Adventure|Sci-Fi,2.9482758620689653,58,0.16964285714285715,0
539,Sleepless in Seattle (1993),Comedy|Drama|Romance,3.5594405594405596,143,0.4226190476190476,1
1220,"Blues Brothers, The (1980)",Action|Comedy|Musical,3.8863636363636362,88,0.2589285714285714,0
2986,RoboCop 2 (1990),Action|Crime|Sci-Fi|Thriller,2.0526315789473686,19,0.05357142857142856,0
3683,Blood Simple (1984),Crime|Drama|Film-Noir,4.068965517241379,29,0.08333333333333333,0
1833,Mercury Rising (1998),Action|Drama|Thriller,3.0,16,0.04464285714285714,1
2427,"Thin Red Line, The (1998)",Action|Drama|War,3.197674418604651,43,0.12499999999999999,0
2003,Gremlins (1984),Comedy|Horror,3.275,60,0.17559523809523808,0
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure,4.1275,200,0.5922619047619048,0
3386,JFK (1991),Drama|Mystery|Thriller,3.590909090909091,33,0.09523809523809523,1
4350,Forgotten Silver (1996),Comedy|Documentary,4.166666666666667,3,0.005952380952380952,1
4034,Traffic (2000),Crime|Drama|Thriller,3.796511627906977,86,0.25297619047619047,0
7216,High Sierra (1941),Crime|Drama|Film-Noir|Thriller,3.75,2,0.002976190476190476,0
1090,Platoon (1986),Drama|War,3.6582278481012658,79,0.23214285714285715,1
